date,spy_price,ma200,spy_deviation,ma200_state,blended_vol,vol_short,vol_long,vol_exposure,risk_cap,vix_regime,vix_override,theme_budget,final_exposure
2025-01-02,158.48117905276374,149.29057258440432,0.06156186763342563,RISK_ON,0.1118931280036264,0.11597055645361301,0.10237912828699094,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-03,160.4627359405506,149.40059254857874,0.07404350413386024,RISK_ON,0.11472399749375288,0.11951124647079128,0.10355374988066327,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-06,161.38710105509958,149.5088310476721,0.07944861801267115,RISK_ON,0.11571420976221557,0.12090716687538927,0.10359730983147693,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-07,159.56276755923014,149.6056389359057,0.06655583769533113,RISK_ON,0.11779855162757677,0.12338194953955538,0.1047706231662934,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-08,159.79589189896976,149.70494143069064,0.06740559377561332,RISK_ON,0.11752125170215011,0.12324099242316067,0.10417519001979214,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-10,157.35621857611318,149.79397862773797,0.05048427191568618,RISK_ON,0.1197092456386178,0.12587489453005143,0.10532273155860601,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-13,157.60018590839883,149.8855243740311,0.0514703575717974,RISK_ON,0.11642477904392823,0.12205509469072312,0.10328737586807347,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-14,157.81704575931943,149.97230151659133,0.05230795395815299,RISK_ON,0.11525674989841361,0.12065605632492951,0.10265836823654317,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-15,160.68772803588064,150.07356631142852,0.07072639096498781,RISK_ON,0.12427273524367954,0.13186220387025757,0.10656397511499746,0.9656180799810885,1.0,NORMAL,False,0.1,0.95
2025-01-16,160.3787027483188,150.17450757196525,0.06794891717200131,RISK_ON,0.12430936565543452,0.13196798813248795,0.10643924654230985,0.9653335399733325,1.0,NORMAL,False,0.1,0.95
2025-01-17,161.98888714140415,150.28795655215518,0.07785674153596157,RISK_ON,0.1258490162347042,0.1337403114693642,0.10743599402049762,0.9535235442460989,1.0,NORMAL,False,0.1,0.95
2025-01-21,163.4716663720736,150.40805425540145,0.08685447186551186,RISK_ON,0.10257585152350057,0.09992942160519878,0.10875085466620472,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-22,164.3906099903496,150.54125754943198,0.09199705560032284,RISK_ON,0.10216937555379857,0.09993172466080774,0.10739056097077719,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-23,165.28786762353351,150.67175181969878,0.09700634410440181,RISK_ON,0.10025791070140047,0.09712782760283281,0.1075614379313917,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-24,164.8053544552352,150.7994442255309,0.09287773109267906,RISK_ON,0.10028392586805084,0.09711505868450174,0.10767794929633208,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-27,162.4741110578389,150.9146749690108,0.0765958386167664,RISK_ON,0.11286370500403477,0.11282445402866245,0.11295529061323684,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-28,163.8701463481402,151.04386641544107,0.08491758213750217,RISK_ON,0.11356829875934123,0.11372200227446361,0.11320965722405565,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-29,163.1355336031467,151.16417625145104,0.07919440735602698,RISK_ON,0.11111505949327657,0.11031606962526828,0.1129793691852959,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-30,164.01110525123858,151.29846216963747,0.0840236106785246,RISK_ON,0.10817219660620334,0.10725405898691776,0.11031451771786967,1.0,1.0,NORMAL,False,0.1,0.95
2025-01-31,163.13824435128325,151.43697520055355,0.07726824400205617,RISK_ON,0.11043441489371036,0.11013919798235014,0.1111232543535509,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-03,162.04039135599777,151.57123398271995,0.06907087247486138,RISK_ON,0.11057209779304072,0.11031152781655454,0.1111800944048418,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-04,163.1274013587372,151.71492819354742,0.0752231392195666,RISK_ON,0.11036986143945159,0.11026913143598409,0.11060489811420908,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-05,163.788823904045,151.86331219831183,0.07852793102629119,RISK_ON,0.10956879763853941,0.11016702931521839,0.10817292372628848,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-06,164.35808101271152,152.02039539160714,0.08115809453936951,RISK_ON,0.10467810681244707,0.1047055373115688,0.10461410231449643,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-07,162.85361579694992,152.16383487404764,0.07025178441218088,RISK_ON,0.10594133872978073,0.10645906410820294,0.10473331284679556,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-10,163.9596010366449,152.30484379766,0.07652256453818682,RISK_ON,0.10396718353931729,0.10321241432431529,0.1057283117076553,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-11,164.0842954509242,152.44679837148985,0.0763380878034285,RISK_ON,0.10448668248197851,0.10402351566583187,0.10556740505298731,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-12,163.55569956430529,152.58868739105546,0.07187303568018437,RISK_ON,0.10508213824888829,0.10495004679533627,0.10539035164050968,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-13,165.28244612726044,152.732806852782,0.08216727979454302,RISK_ON,0.1023063772906759,0.10038227997958733,0.10679593768321594,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-14,165.27431388285092,152.87446931719077,0.08111128444823834,RISK_ON,0.10186645514296352,0.10123796316338864,0.10333293642863829,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-18,165.75953779928574,153.02940456543382,0.08318749765773702,RISK_ON,0.10014917851711715,0.09950516216042164,0.10165188334940665,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-19,166.14988553094275,153.1884796789108,0.08461083939993129,RISK_ON,0.09778110605449478,0.09624356317726265,0.10136870610136973,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-20,165.4586447561334,153.3378161146647,0.079046571475916,RISK_ON,0.09694021342136655,0.09502728457392723,0.1014037140653916,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-21,162.62862370161977,153.4645989651685,0.05971425852115382,RISK_ON,0.11261212418152047,0.11496945569460405,0.1071116839843255,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-24,161.88858946035327,153.5805937252517,0.05409534846547198,RISK_ON,0.11334625972215401,0.11589756538413762,0.1073932131775256,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-25,161.08349726381059,153.69179785125522,0.04809429986438928,RISK_ON,0.10324879124323638,0.10129418826658618,0.10780953152208687,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-26,161.16481970790576,153.8033414690321,0.047862927869846625,RISK_ON,0.10237382407481282,0.10012539743625645,0.10762015289811103,1.0,1.0,NORMAL,False,0.1,0.95
2025-02-27,158.59231972636033,153.8980222082538,0.030502650071449557,RISK_ON,0.11072158337732224,0.11060791733426517,0.1109868041444554,1.0,1.0,NORMAL,False,0.06,0.95
2025-02-28,161.0672327749915,154.00417809872744,0.045862747124536855,RISK_ON,0.11188008127352107,0.11194765057897743,0.11172241956078958,1.0,1.0,NORMAL,False,0.1,0.95
2025-03-03,158.2453439648874,154.09613057652464,0.026926136125801383,RISK_ON,0.11870206288458804,0.12018912776592844,0.11523224482812709,1.0,1.0,NORMAL,False,0.06,0.95
2025-03-04,156.37221700256086,154.17550906213856,0.014248099155209817,RISK_ON,0.11904047805118798,0.12061263313166042,0.11537211619675225,1.0,1.0,NORMAL,False,0.06,0.95
2025-03-05,158.05288084719538,154.25459205703092,0.024623505462710388,RISK_ON,0.12250699747226096,0.12460191060020875,0.11761886684038275,0.979535883467974,1.0,NORMAL,False,0.06,0.95
2025-03-06,155.24725652591033,154.32111015606372,0.006001423712608089,RISK_ON,0.12798535487938043,0.13104251417545126,0.12085198318854852,0.937607276341061,1.0,NORMAL,False,0.06,0.937607276341061
2025-03-07,156.11740667772915,154.3909587750596,0.011182312205113657,RISK_ON,0.1295770837983608,0.13306294032519303,0.12144341856908554,0.9260896794585682,1.0,NORMAL,False,0.06,0.9260896794585682
2025-03-10,151.95911903632697,154.43919708639385,-0.016058604919316658,SHALLOW,0.1421831317686017,0.14832124829427715,0.12786085987535906,0.843981972455748,0.6,NORMAL,False,0.02,0.6
2025-03-11,150.69591040471454,154.47937422294524,-0.024491708600336448,SHALLOW,0.13760018699262858,0.14172289233129443,0.12798054120240826,0.8720918381195845,0.6,RISK_OFF,False,0.02,0.6
2025-03-12,151.4955811049842,154.5256035986794,-0.019608546565296057,SHALLOW,0.13805886368113676,0.1428360555125127,0.1269120827412596,0.8691944638712524,0.6,RISK_OFF,False,0.06,0.6
2025-03-13,149.47607374328624,154.56693056021103,-0.03293626132364498,SHALLOW,0.139084476338835,0.14414562841897588,0.12727512148517298,0.8627850005895571,0.6,RISK_OFF,False,0.06,0.6
2025-03-14,152.56361587076807,154.61902364926152,-0.013293369276189083,SHALLOW,0.1450388073359401,0.15089712291514162,0.1313694043178032,0.8273647736364447,0.6,RISK_OFF,False,0.06,0.6
2025-03-17,153.74008056201225,154.67650237045967,-0.006054066352008871,SHALLOW,0.1519552839947188,0.15976690946158453,0.13372815790536544,0.7897060032750858,0.6,RISK_OFF,False,0.06,0.6
2025-03-18,152.07839195433328,154.7306529857946,-0.017141148054902893,SHALLOW,0.15152979569293734,0.1589257237290896,0.1342726302752487,0.791923459351652,0.6,RISK_OFF,False,0.06,0.6
2025-03-19,153.73465906573927,154.79776994389448,-0.006867740268742453,SHALLOW,0.15297101378434802,0.16455424490502787,0.12594347450276167,0.7844623437559932,0.6,RISK_OFF,False,0.1,0.6
2025-03-20,153.29009637135206,154.85627422195807,-0.010113751337974085,SHALLOW,0.15288433978741828,0.16441219402580248,0.1259860132311884,0.7849070752887896,0.6,RISK_OFF,False,0.1,0.6
2025-03-21,153.34038833937905,154.91445272401668,-0.010160862056181844,SHALLOW,0.14564138077387173,0.15454653890980943,0.12486267845668376,0.8239416528624959,0.6,RISK_OFF,False,0.1,0.6
2025-03-24,156.08647494214463,154.98556963781328,0.007103276175350137,RISK_ON,0.15193418905798384,0.16255982557645157,0.1271410371815591,0.7898156481040844,1.0,RISK_OFF,False,0.1,0.7898156481040844
2025-03-25,156.46168281460172,155.05013226281577,0.00910383326467158,RISK_ON,0.1514306605691597,0.16222332975800774,0.12624776579518088,0.7924418974927139,1.0,NORMAL,False,0.1,0.7924418974927139
2025-03-26,154.59380014519584,155.1053688985607,-0.003298201454905295,SHALLOW,0.15346815389828333,0.16461642562289136,0.127455519874198,0.7819211800744955,0.6,NORMAL,False,0.1,0.6
2025-03-27,154.18324660359426,155.15942533240997,-0.006291456202060353,SHALLOW,0.14882396467586778,0.15824707398614327,0.12683670961855836,0.8063217524231051,0.6,NORMAL,False,0.1,0.6
2025-03-28,151.07826551413058,155.19574188605745,-0.026530859171058078,SHALLOW,0.15338545698585138,0.16342466729921604,0.12996063292133378,0.7823427485114777,0.6,NORMAL,False,0.06,0.6
2025-03-31,152.0924143288153,155.23539747624307,-0.020246562308115112,SHALLOW,0.14976629151608867,0.15813084476757452,0.13024900059595496,0.8012483903102386,0.6,NORMAL,False,0.06,0.6
2025-04-01,152.5220001538024,155.27128097211894,-0.01770630602841629,SHALLOW,0.1502430627539519,0.1587473460598008,0.13039973504030453,0.7987057625184334,0.6,NORMAL,False,0.06,0.6
2025-04-02,153.48720881121008,155.31052728553502,-0.011739825407796112,SHALLOW,0.14665947464608572,0.15392180251553275,0.12971404295070932,0.8182219409252652,0.6,NORMAL,False,0.06,0.6
2025-04-03,145.92323561428552,155.31151073801556,-0.06044803169525846,DEEP,0.1828799062379856,0.19694460370780784,0.15006227880840042,0.6561683154181049,0.3,NORMAL,False,0.02,0.3
2025-04-04,137.3804592718207,155.26398110215388,-0.11518139431557496,DEEP,0.253571135974474,0.28028889843644916,0.19122969022986533,0.4732399826929825,0.3,RISK_OFF,False,0.02,0.3
2025-04-07,137.13575848543567,155.2133620139308,-0.1164693766949821,DEEP,0.2499133807831408,0.27491385018293385,0.1915789521836237,0.4801663665385268,0.3,RISK_OFF,False,0.02,0.3
2025-04-08,134.98782936050023,155.15400346940677,-0.12997520952066768,DEEP,0.2523973114999136,0.27773862627559776,0.19326757702331732,0.47544088043917637,0.3,RISK_OFF,False,0.02,0.3
2025-04-09,149.1641615850742,155.16650785472447,-0.03868325937495484,SHALLOW,0.35373720299034617,0.3982953285445101,0.2497682433639637,0.33923488676217894,0.6,RISK_OFF,False,0.02,0.33923488676217894
2025-04-10,142.62793169096685,155.14871483020545,-0.08070181665985007,DEEP,0.36187334677619043,0.4075638089900572,0.2552622682771681,0.33160773256455656,0.3,RISK_OFF,False,0.02,0.3
2025-04-11,145.17281986937138,155.14083154836678,-0.06425137457051572,DEEP,0.36496051456618617,0.4111000619902784,0.2573015705766376,0.32880269292320335,0.3,RISK_OFF,False,0.02,0.3
2025-04-14,146.58120883989866,155.13907442440276,-0.05516254119895652,DEEP,0.36413761551509227,0.4096432477196994,0.2579578070376758,0.3295457400912936,0.3,RISK_OFF,False,0.02,0.3
2025-04-15,146.17065529829708,155.13410633155272,-0.05777872606620071,DEEP,0.36362055708419916,0.4091515180177417,0.2573816482392666,0.330014345069641,0.3,RISK_OFF,False,0.02,0.3
2025-04-16,142.9215726346289,155.11578832832936,-0.07861363324208692,DEEP,0.36309825560493275,0.40832448647036024,0.2575703835856021,0.3304890567432673,0.3,RISK_OFF,False,0.02,0.3
2025-04-17,143.12548995661643,155.09698155669344,-0.07718713465549294,DEEP,0.36344354875920837,0.40892099473362176,0.25732950815224376,0.33017507233153115,0.3,RISK_OFF,False,0.02,0.3
2025-04-21,139.71871123061123,155.05619833523753,-0.09891566586371509,DEEP,0.3664868879488373,0.41242831078466,0.25929023466525114,0.327433269636518,0.3,RISK_OFF,False,0.02,0.3
2025-04-22,143.3538773572425,155.03029141780303,-0.0753169845310608,DEEP,0.37047824948626285,0.4165727377304582,0.2629244435831404,0.32390565482967587,0.3,RISK_OFF,False,0.02,0.3
2025-04-23,145.57521671809346,155.0112085463052,-0.06087296471463227,DEEP,0.37234505388037686,0.41946115993168753,0.2624074730939854,0.32228170818821283,0.3,RISK_OFF,False,0.02,0.3
2025-04-24,148.63941434315964,155.006584745777,-0.04107677369358217,SHALLOW,0.37698806180616307,0.42498806220047053,0.2649880608861122,0.3183124670449132,0.6,RISK_OFF,False,0.02,0.3183124670449132
2025-04-25,149.71337890562734,155.00660352546095,-0.0341483814201771,SHALLOW,0.3772675384481496,0.4253389873977201,0.2651008242324851,0.31807666382749866,0.6,RISK_OFF,False,0.06,0.31807666382749866
2025-04-28,149.77047575578388,154.9995006888386,-0.03373575340447052,SHALLOW,0.37470983026102594,0.42187058292016627,0.26466807405636517,0.32024780325727514,0.6,RISK_OFF,False,0.02,0.32024780325727514
2025-04-29,150.71393323217956,155.0036333880885,-0.02767483614508997,SHALLOW,0.37454368074173755,0.4216809918862785,0.26455662140447533,0.32038986684371445,0.6,RISK_OFF,False,0.06,0.32038986684371445
2025-04-30,150.77374897996253,155.0033380891763,-0.027287084016090125,SHALLOW,0.3743032208395146,0.42133257361872384,0.264568064354693,0.3205956917251613,0.6,RISK_OFF,False,0.06,0.3205956917251613
2025-05-01,151.84227574717727,155.0063114359442,-0.02041230230857064,SHALLOW,0.3739485553263975,0.42104646767938453,0.26405342650276115,0.3208997555700118,0.6,RISK_OFF,False,0.06,0.3208997555700118
2025-05-02,154.09624187954623,155.016069950673,-0.005933759457451523,SHALLOW,0.3599539185377449,0.400479244708539,0.26539482413922527,0.33337600681631907,0.6,RISK_OFF,False,0.06,0.33337600681631907
2025-05-05,153.21260015093355,155.03207648156095,-0.011736128238234613,SHALLOW,0.3117561250854388,0.331597482269175,0.26545962499005443,0.38491625454708617,0.6,RISK_OFF,False,0.06,0.38491625454708617
2025-05-06,151.93199936885176,155.04744407951748,-0.020093492860597747,SHALLOW,0.30976600488263667,0.3287822190447265,0.2653948385044272,0.38738918444412673,0.6,RISK_OFF,False,0.06,0.38738918444412673
2025-05-07,152.5709403110794,155.07094893837507,-0.016121708446429704,SHALLOW,0.30339963763530453,0.32001215884482825,0.26463708814641596,0.3955179410736265,0.6,RISK_OFF,False,0.06,0.3955179410736265
2025-05-08,153.63402928304112,155.09214666224642,-0.009401619686009865,SHALLOW,0.21034318569849952,0.1869905946762562,0.2648325647504006,0.5704962563988399,0.6,RISK_OFF,False,0.06,0.5704962563988399
2025-05-09,153.4382686539331,155.11353725160583,-0.010800273318216673,SHALLOW,0.18665755212907564,0.1531393911097959,0.26486659450739497,0.6428885337412908,0.6,RISK_OFF,False,0.06,0.6
2025-05-12,158.50901272735663,155.17718321805808,0.021471130228060683,RISK_ON,0.1877345232880297,0.1535182501435865,0.2675724939583971,0.6392004938585072,1.0,RISK_OFF,False,0.1,0.6392004938585072
2025-05-13,159.5557883135594,155.24986088490877,0.027735467227521245,RISK_ON,0.18759553303788548,0.15316666431051373,0.26792956006841956,0.6396740799567207,1.0,RISK_OFF,False,0.1,0.6396740799567207
2025-05-14,159.75970563554694,155.31543726266776,0.028614466476780936,RISK_ON,0.18738187153076116,0.1529266319778476,0.2677774304875595,0.6404034660327343,1.0,RISK_OFF,False,0.1,0.6404034660327343
2025-05-15,160.54002925435262,155.38448429994287,0.03317927769710816,RISK_ON,0.17925427830150858,0.141242039999193,0.2679495010069116,0.6694400888895832,1.0,RISK_OFF,False,0.1,0.6694400888895832
2025-05-16,161.55689696666386,155.46233269351367,0.03920283561655617,RISK_ON,0.17930972420123228,0.14128678192347624,0.2680299228493297,0.6692330855705778,1.0,NORMAL,False,0.1,0.6692330855705778
2025-05-19,161.7336253123864,155.52919990046615,0.0398923508633163,RISK_ON,0.15986115151194036,0.1145206951218537,0.26565554975547584,0.7506514175899511,1.0,NORMAL,False,0.1,0.7506514175899511
2025-05-20,161.18984578708628,155.60385282512766,0.035898808805437055,RISK_ON,0.1516307047445481,0.10283293348415089,0.26549217101880823,0.7913964404647708,1.0,NORMAL,False,0.1,0.7913964404647708
2025-05-21,158.47366705821221,155.67854045371428,0.017954475911398808,RISK_ON,0.15724050787850674,0.11061379107285006,0.26603618042503896,0.7631621241818873,1.0,NORMAL,False,0.06,0.7631621241818873
2025-05-22,158.53620170362174,155.77444224655451,0.01772922064260072,RISK_ON,0.14853014195379188,0.09816287446183627,0.26605376610168835,0.807916820259502,1.0,NORMAL,False,0.06,0.807916820259502
2025-05-23,157.4540804482745,155.85850945681668,0.010237304315424077,RISK_ON,0.14802427795682124,0.09805056433751805,0.26462960973519534,0.8106778270183764,1.0,NORMAL,False,0.06,0.8106778270183764
2025-05-27,160.7276331905812,155.96364457278025,0.030545507133092405,RISK_ON,0.15291493604196355,0.10470140335992024,0.2654131789667312,0.7847500257729507,1.0,NORMAL,False,0.1,0.7847500257729507
2025-05-28,159.79777020231802,156.04798289458805,0.024029707005331767,RISK_ON,0.15594921726359345,0.10959048520200483,0.26411959207396685,0.7694812587431572,1.0,NORMAL,False,0.1,0.7694812587431572
2025-05-29,160.42855445166614,156.1323237530419,0.027516599992578664,RISK_ON,0.15520996586787036,0.10860181547279238,0.263962316789719,0.7731462301986171,1.0,NORMAL,False,0.1,0.7731462301986171
2025-05-30,160.24910720831713,156.2153902865234,0.025821507819397783,RISK_ON,0.15524130250056928,0.10906036332083484,0.262996827253283,0.772990164776284,1.0,NORMAL,False,0.1,0.772990164776284
2025-06-02,161.1517812203153,156.2911592315402,0.031099788450441118,RISK_ON,0.15099002796649974,0.10355153269550407,0.2616798502654896,0.7947544723061081,1.0,NORMAL,False,0.1,0.7947544723061081
2025-06-03,162.07076861807252,156.36922017864535,0.03646208910496189,RISK_ON,0.14940837431175547,0.10126837082911046,0.2617350491045938,0.8031678314738104,1.0,NORMAL,False,0.1,0.8031678314738104
2025-06-04,162.02726625604848,156.43451194535996,0.03575140959075564,RISK_ON,0.14798178015654911,0.10079461938271934,0.25808515529548526,0.8109106396277478,1.0,NORMAL,False,0.1,0.8109106396277478
2025-06-05,161.2442237396163,156.49421853500317,0.030352592249602465,RISK_ON,0.14832229872273406,0.10135029197407942,0.2579236478029282,0.8090489497086457,1.0,NORMAL,False,0.1,0.8090489497086457
2025-06-06,162.90003239415515,156.55506641647315,0.04052865309898626,RISK_ON,0.14939422063368404,0.1027362509134167,0.25826281664764117,0.8032439239683914,1.0,NORMAL,False,0.1,0.8032439239683914
2025-06-09,163.04685286598618,156.61787393875812,0.041048820071085665,RISK_ON,0.1492742896745826,0.10291942193629208,0.25743564773059374,0.8038892716327746,1.0,NORMAL,False,0.1,0.8038892716327746
2025-06-10,163.97127805899638,156.68271783554093,0.04651795886707651,RISK_ON,0.13158454071108602,0.07833122285875947,0.2558422823665146,0.9119612330712795,1.0,NORMAL,False,0.1,0.9119612330712795
2025-06-11,163.50362766723828,156.7511491608106,0.04307769699028061,RISK_ON,0.12984525255993823,0.07623908981064641,0.25492629897495245,0.9241770309977753,1.0,NORMAL,False,0.1,0.9241770309977753
2025-06-12,164.15344419997191,156.81487030250898,0.0467976913369645,RISK_ON,0.12932451214057913,0.075741610948407,0.25435128158898074,0.927898338944104,1.0,NORMAL,False,0.1,0.927898338944104
2025-06-13,162.31818830208402,156.87121980376273,0.03472254824776116,RISK_ON,0.131397492632386,0.07883058397892131,0.25405361282380357,0.9132594358990315,1.0,NORMAL,False,0.06,0.9132594358990315
2025-06-16,163.86252215393634,156.93425398019772,0.04414758408710974,RISK_ON,0.134749471128078,0.08341595684177555,0.25452767112945035,0.8905415286264182,1.0,NORMAL,False,0.1,0.8905415286264182
2025-06-17,162.46228987628857,156.99467738575655,0.0348267379606595,RISK_ON,0.13698572306364937,0.08653894293033475,0.2546948767080501,0.8760036981681874,1.0,NORMAL,False,0.06,0.8760036981681874
2025-06-18,162.4378197976501,157.05491110364434,0.034274055208967244,RISK_ON,0.13707628684108072,0.08714599271932104,0.25358030645852,0.8754249386629643,1.0,NORMAL,False,0.06,0.8754249386629643
2025-06-20,162.05747783080486,157.10606495788537,0.03151637000294541,RISK_ON,0.13277781648392767,0.08089585519083586,0.2538357261678085,0.9037654269192295,1.0,NORMAL,False,0.06,0.9037654269192295
2025-06-23,163.65820037719178,157.18084467330596,0.0412095743431634,RISK_ON,0.1321042775733979,0.08022233237391939,0.2531621497055144,0.9083733108742622,1.0,NORMAL,False,0.1,0.9083733108742622
2025-06-24,165.46617149857937,157.2661860668116,0.05214080430668142,RISK_ON,0.13278114310113948,0.08117663301937048,0.25319166662526715,0.9037427845352703,1.0,NORMAL,False,0.1,0.9037427845352703
2025-06-25,165.55888796634284,157.3537956817009,0.05214422854622085,RISK_ON,0.12600013883512332,0.07243897373656084,0.2509761907317691,0.9523799029858628,1.0,NORMAL,False,0.1,0.95
2025-06-26,166.85419156009715,157.4603392109504,0.059658529863585295,RISK_ON,0.12622821957196462,0.07256365452342861,0.2514455380185486,0.9506590555338237,1.0,NORMAL,False,0.1,0.95
2025-06-27,167.6831858600999,157.56287990108714,0.06423026772147074,RISK_ON,0.12606574217477595,0.07236592670440811,0.25136531160563425,0.9518842940981819,1.0,NORMAL,False,0.1,0.95
2025-06-30,168.4849106107605,157.66622396055428,0.06861765556656504,RISK_ON,0.1268315293143505,0.0734168466787053,0.25146578879752257,0.9461369790991117,1.0,NORMAL,False,0.1,0.9461369790991117
2025-07-01,168.43037151207608,157.76171314704868,0.06762514270546244,RISK_ON,0.12220921435426821,0.07244057078043642,0.2383360493598757,0.9819226858961387,1.0,NORMAL,False,0.1,0.95
2025-07-02,169.19391889365758,157.85473076870522,0.07183305859592494,RISK_ON,0.11053769595675839,0.0714746505509239,0.20168480190370547,1.0,1.0,NORMAL,False,0.1,0.95
2025-07-03,170.52739985649097,157.95048329815288,0.07962569215187186,RISK_ON,0.11116597232359918,0.0729164184434967,0.20041493137717165,1.0,1.0,NORMAL,False,0.1,0.95
2025-07-07,169.2566388571446,158.03876422379247,0.07098179164111239,RISK_ON,0.11368404283128272,0.07779646545428001,0.19742172337762234,1.0,1.0,NORMAL,False,0.1,0.95
2025-07-08,169.16392238938116,158.12627181561538,0.06980276235587424,RISK_ON,0.09114612941086588,0.07501673346203959,0.12878138662479385,1.0,1.0,NORMAL,False,0.1,0.95
2025-07-09,170.17834962491082,158.2211006086942,0.07557303653062551,RISK_ON,0.08678684303491488,0.07512839802967215,0.11398988138048123,1.0,1.0,NORMAL,False,0.1,0.95
2025-07-10,170.65829369333352,158.30542729969025,0.0780318565468882,RISK_ON,0.08527596446860664,0.07557328601365278,0.10791554753016566,1.0,1.0,NORMAL,False,0.1,0.95
2025-07-11,170.05836360780518,158.38808016950927,0.0736815764532672,RISK_ON,0.08534885636709277,0.07585745572860203,0.10749545785690451,1.0,1.0,NORMAL,False,0.1,0.95
2025-07-14,170.38287124497728,158.47043732444513,0.0751713324053191,RISK_ON,0.08500965542252019,0.07550427810556691,0.10718886916207784,1.0,1.0,NORMAL,False,0.1,0.95
