ticker,Adj Close,Open,High,Low,Volume
AAPL,100.0,0.0,0.0,0.0,0.0
MSFT,100.0,0.0,0.0,0.0,0.0
GOOGL,100.0,0.0,0.0,0.0,0.0
GOOG,100.0,0.0,0.0,0.0,0.0
AMZN,100.0,0.0,0.0,0.0,0.0
NVDA,100.0,0.0,0.0,0.0,0.0
META,100.0,0.0,0.0,0.0,0.0
TSLA,100.0,0.0,0.0,0.0,0.0
CRM,100.0,0.0,0.0,0.0,0.0
ADBE,100.0,0.0,0.0,0.0,0.0
CRSP,100.0,0.0,0.0,0.0,0.0
GRAL,100.0,0.0,0.0,0.0,0.0
OPFI,100.0,0.0,0.0,0.0,0.0
RXRX,100.0,0.0,0.0,0.0,0.0
NVTS,100.0,0.0,0.0,0.0,0.0
HIMS,100.0,0.0,0.0,0.0,0.0
LB,100.0,0.0,0.0,0.0,0.0
LUNR,100.0,0.0,0.0,0.0,0.0
RIVN,100.0,0.0,0.0,0.0,0.0
ARM,100.0,0.0,0.0,0.0,0.0
LTBR,100.0,0.0,0.0,0.0,0.0
BABA,100.0,0.0,0.0,0.0,0.0
AGEN,100.0,0.0,0.0,0.0,0.0
NFLX,100.0,0.0,0.0,0.0,0.0
ORCL,100.0,0.0,0.0,0.0,0.0
AVGO,100.0,0.0,0.0,0.0,0.0
TXN,100.0,0.0,0.0,0.0,0.0
QCOM,100.0,0.0,0.0,0.0,0.0
INTC,100.0,0.0,0.0,0.0,0.0
AMD,100.0,0.0,0.0,0.0,0.0
NOW,100.0,0.0,0.0,0.0,0.0
AMAT,100.0,0.0,0.0,0.0,0.0
INTU,100.0,0.0,0.0,0.0,0.0
CSCO,100.0,0.0,0.0,0.0,0.0
IBM,100.0,0.0,0.0,0.0,0.0
PANW,100.0,0.0,0.0,0.0,0.0
ANET,100.0,0.0,0.0,0.0,0.0
FTNT,100.0,0.0,0.0,0.0,0.0
ZS,100.0,0.0,0.0,0.0,0.0
CRWD,100.0,0.0,0.0,0.0,0.0
TEAM,100.0,0.0,0.0,0.0,0.0
DDOG,100.0,0.0,0.0,0.0,0.0
SNOW,100.0,0.0,0.0,0.0,0.0
SMR,100.0,0.0,0.0,0.0,0.0
OKLO,100.0,0.0,0.0,0.0,0.0
UUUU,100.0,0.0,0.0,0.0,0.0
SBUX,100.0,0.0,0.0,0.0,0.0
MCD,100.0,0.0,0.0,0.0,0.0
LOW,100.0,0.0,0.0,0.0,0.0
TGT,100.0,0.0,0.0,0.0,0.0
DIS,100.0,0.0,0.0,0.0,0.0
CMCSA,100.0,0.0,0.0,0.0,0.0
VZ,100.0,0.0,0.0,0.0,0.0
T,100.0,0.0,0.0,0.0,0.0
CHTR,100.0,0.0,0.0,0.0,0.0
LULU,100.0,0.0,0.0,0.0,0.0
ULTA,100.0,0.0,0.0,0.0,0.0
UEC,100.0,0.0,0.0,0.0,0.0
NBIS,100.0,0.0,0.0,0.0,0.0
CRWV,100.0,0.0,0.0,0.0,0.0
TEM,100.0,0.0,0.0,0.0,0.0
LFMD,100.0,0.0,0.0,0.0,0.0
RGTI,100.0,0.0,0.0,0.0,0.0
QUBT,100.0,0.0,0.0,0.0,0.0
QBTS,100.0,0.0,0.0,0.0,0.0
IONQ,100.0,0.0,0.0,0.0,0.0
COIN,100.0,0.0,0.0,0.0,0.0
RBLX,100.0,0.0,0.0,0.0,0.0
HOOD,100.0,0.0,0.0,0.0,0.0
SOFI,100.0,0.0,0.0,0.0,0.0
OPEN,100.0,0.0,0.0,0.0,0.0
CLOV,100.0,0.0,0.0,0.0,0.0
SPCE,100.0,0.0,0.0,0.0,0.0
LCID,100.0,0.0,0.0,0.0,0.0
UPST,100.0,0.0,0.0,0.0,0.0
AFRM,100.0,0.0,0.0,0.0,0.0
PYPL,100.0,0.0,0.0,0.0,0.0
ROKU,100.0,0.0,0.0,0.0,0.0
SNAP,100.0,0.0,0.0,0.0,0.0
PINS,100.0,0.0,0.0,0.0,0.0
TWTR,100.0,0.0,0.0,0.0,0.0
UBER,100.0,0.0,0.0,0.0,0.0
LYFT,100.0,0.0,0.0,0.0,0.0
DASH,100.0,0.0,0.0,0.0,0.0
ABNB,100.0,0.0,0.0,0.0,0.0
DOCU,100.0,0.0,0.0,0.0,0.0
OKTA,100.0,0.0,0.0,0.0,0.0
DKNG,100.0,0.0,0.0,0.0,0.0
PENN,100.0,0.0,0.0,0.0,0.0
FUBO,100.0,0.0,0.0,0.0,0.0
TDOC,100.0,0.0,0.0,0.0,0.0
PTON,100.0,0.0,0.0,0.0,0.0
BYND,100.0,0.0,0.0,0.0,0.0
PLUG,100.0,0.0,0.0,0.0,0.0
FCEL,100.0,0.0,0.0,0.0,0.0
BLNK,100.0,0.0,0.0,0.0,0.0
CHPT,100.0,0.0,0.0,0.0,0.0
EVGO,100.0,0.0,0.0,0.0,0.0
OUST,100.0,0.0,0.0,0.0,0.0
VUZI,100.0,0.0,0.0,0.0,0.0
MVIS,100.0,0.0,0.0,0.0,0.0
LAZR,100.0,0.0,0.0,0.0,0.0
LIDR,100.0,0.0,0.0,0.0,0.0
OLED,100.0,0.0,0.0,0.0,0.0
VERI,100.0,0.0,0.0,0.0,0.0
MARA,100.0,0.0,0.0,0.0,0.0
RIOT,100.0,0.0,0.0,0.0,0.0
BTBT,100.0,0.0,0.0,0.0,0.0
EBON,100.0,0.0,0.0,0.0,0.0
CAN,100.0,0.0,0.0,0.0,0.0
MRNA,100.0,0.0,0.0,0.0,0.0
BNTX,100.0,0.0,0.0,0.0,0.0
NVAX,100.0,0.0,0.0,0.0,0.0
ARCT,100.0,0.0,0.0,0.0,0.0
EDIT,100.0,0.0,0.0,0.0,0.0
NTLA,100.0,0.0,0.0,0.0,0.0
BEAM,100.0,0.0,0.0,0.0,0.0
BLUE,100.0,0.0,0.0,0.0,0.0
FATE,100.0,0.0,0.0,0.0,0.0
FOLD,100.0,0.0,0.0,0.0,0.0
RPTX,100.0,0.0,0.0,0.0,0.0
SAVA,100.0,0.0,0.0,0.0,0.0
AXSM,100.0,0.0,0.0,0.0,0.0
ALNY,100.0,0.0,0.0,0.0,0.0
IONS,100.0,0.0,0.0,0.0,0.0
SRPT,100.0,0.0,0.0,0.0,0.0
RARE,100.0,0.0,0.0,0.0,0.0
BMRN,100.0,0.0,0.0,0.0,0.0
ACAD,100.0,0.0,0.0,0.0,0.0
DVAX,100.0,0.0,0.0,0.0,0.0
OCGN,100.0,0.0,0.0,0.0,0.0
ATOS,100.0,0.0,0.0,0.0,0.0
CYDY,100.0,0.0,0.0,0.0,0.0
MESO,100.0,0.0,0.0,0.0,0.0
IMVT,100.0,0.0,0.0,0.0,0.0
MDGL,100.0,0.0,0.0,0.0,0.0
PCRX,100.0,0.0,0.0,0.0,0.0
LQDA,100.0,0.0,0.0,0.0,0.0
CPRX,100.0,0.0,0.0,0.0,0.0
PRQR,100.0,0.0,0.0,0.0,0.0
GMAB,100.0,0.0,0.0,0.0,0.0
ZLAB,100.0,0.0,0.0,0.0,0.0
IMAB,100.0,0.0,0.0,0.0,0.0
LEGN,100.0,0.0,0.0,0.0,0.0
ARVN,100.0,0.0,0.0,0.0,0.0
PTCT,100.0,0.0,0.0,0.0,0.0
ETSY,100.0,0.0,0.0,0.0,0.0
SHOP,100.0,0.0,0.0,0.0,0.0
CHWY,100.0,0.0,0.0,0.0,0.0
CROX,100.0,0.0,0.0,0.0,0.0
LEVI,100.0,0.0,0.0,0.0,0.0
BIRD,100.0,0.0,0.0,0.0,0.0
GOEV,100.0,0.0,0.0,0.0,0.0
WKHS,100.0,0.0,0.0,0.0,0.0
HYLN,100.0,0.0,0.0,0.0,0.0
SHLS,100.0,0.0,0.0,0.0,0.0
SEAT,100.0,0.0,0.0,0.0,0.0
GOGO,100.0,0.0,0.0,0.0,0.0
SATS,100.0,0.0,0.0,0.0,0.0
CHEF,100.0,0.0,0.0,0.0,0.0
LOVE,100.0,0.0,0.0,0.0,0.0
REAL,100.0,0.0,0.0,0.0,0.0
REZI,100.0,0.0,0.0,0.0,0.0
EXPI,100.0,0.0,0.0,0.0,0.0
COMP,100.0,0.0,0.0,0.0,0.0
PFGC,100.0,0.0,0.0,0.0,0.0
UNFI,100.0,0.0,0.0,0.0,0.0
SPTN,100.0,0.0,0.0,0.0,0.0
GDYN,100.0,0.0,0.0,0.0,0.0
BORR,100.0,0.0,0.0,0.0,0.0
SBLK,100.0,0.0,0.0,0.0,0.0
STNG,100.0,0.0,0.0,0.0,0.0
DHT,100.0,0.0,0.0,0.0,0.0
GLOP,100.0,0.0,0.0,0.0,0.0
KNOP,100.0,0.0,0.0,0.0,0.0
PBLA,100.0,0.0,0.0,0.0,0.0
EDRY,100.0,0.0,0.0,0.0,0.0
SEDG,100.0,0.0,0.0,0.0,0.0
FSLR,100.0,0.0,0.0,0.0,0.0
SPWR,100.0,0.0,0.0,0.0,0.0
CSIQ,100.0,0.0,0.0,0.0,0.0
JKS,100.0,0.0,0.0,0.0,0.0
DQ,100.0,0.0,0.0,0.0,0.0
SOL,100.0,0.0,0.0,0.0,0.0
NOVA,100.0,0.0,0.0,0.0,0.0
RUN,100.0,0.0,0.0,0.0,0.0
MAXN,100.0,0.0,0.0,0.0,0.0
ARRY,100.0,0.0,0.0,0.0,0.0
CLSK,100.0,0.0,0.0,0.0,0.0
BITF,100.0,0.0,0.0,0.0,0.0
HUT,100.0,0.0,0.0,0.0,0.0
ARBK,100.0,0.0,0.0,0.0,0.0
CIFR,100.0,0.0,0.0,0.0,0.0
CORZ,100.0,0.0,0.0,0.0,0.0
WULF,100.0,0.0,0.0,0.0,0.0
BKKT,100.0,0.0,0.0,0.0,0.0
GREE,100.0,0.0,0.0,0.0,0.0
XELA,100.0,0.0,0.0,0.0,0.0
NILE,100.0,0.0,0.0,0.0,0.0
MULN,100.0,0.0,0.0,0.0,0.0
SNDL,100.0,0.0,0.0,0.0,0.0
TLRY,100.0,0.0,0.0,0.0,0.0
ACB,100.0,0.0,0.0,0.0,0.0
CRON,100.0,0.0,0.0,0.0,0.0
CGC,100.0,0.0,0.0,0.0,0.0
OGI,100.0,0.0,0.0,0.0,0.0
GRWG,100.0,0.0,0.0,0.0,0.0
SKLZ,100.0,0.0,0.0,0.0,0.0
GENI,100.0,0.0,0.0,0.0,0.0
ACHR,100.0,0.0,0.0,0.0,0.0
BMBL,100.0,0.0,0.0,0.0,0.0
MTCH,100.0,0.0,0.0,0.0,0.0
YELP,100.0,0.0,0.0,0.0,0.0
GRPN,100.0,0.0,0.0,0.0,0.0
CARS,100.0,0.0,0.0,0.0,0.0
CVNA,100.0,0.0,0.0,0.0,0.0
CARG,100.0,0.0,0.0,0.0,0.0
BARK,100.0,0.0,0.0,0.0,0.0
WOOF,100.0,0.0,0.0,0.0,0.0
AMWL,100.0,0.0,0.0,0.0,0.0
VEEV,100.0,0.0,0.0,0.0,0.0
BILL,100.0,0.0,0.0,0.0,0.0
PAYC,100.0,0.0,0.0,0.0,0.0
PCTY,100.0,0.0,0.0,0.0,0.0
PAGS,100.0,0.0,0.0,0.0,0.0
MELI,100.0,0.0,0.0,0.0,0.0
GLOB,100.0,0.0,0.0,0.0,0.0
VIPS,100.0,0.0,0.0,0.0,0.0
BIDU,100.0,0.0,0.0,0.0,0.0
JPM,100.0,0.0,0.0,0.0,0.0
BAC,100.0,0.0,0.0,0.0,0.0
WFC,100.0,0.0,0.0,0.0,0.0
GS,100.0,0.0,0.0,0.0,0.0
MS,100.0,0.0,0.0,0.0,0.0
C,100.0,0.0,0.0,0.0,0.0
AXP,100.0,0.0,0.0,0.0,0.0
BLK,100.0,0.0,0.0,0.0,0.0
SCHW,100.0,0.0,0.0,0.0,0.0
SPGI,100.0,0.0,0.0,0.0,0.0
CME,100.0,0.0,0.0,0.0,0.0
ICE,100.0,0.0,0.0,0.0,0.0
COF,100.0,0.0,0.0,0.0,0.0
USB,100.0,0.0,0.0,0.0,0.0
PNC,100.0,0.0,0.0,0.0,0.0
TFC,100.0,0.0,0.0,0.0,0.0
BK,100.0,0.0,0.0,0.0,0.0
STT,100.0,0.0,0.0,0.0,0.0
TROW,100.0,0.0,0.0,0.0,0.0
CB,100.0,0.0,0.0,0.0,0.0
UNH,100.0,0.0,0.0,0.0,0.0
JNJ,100.0,0.0,0.0,0.0,0.0
PFE,100.0,0.0,0.0,0.0,0.0
ABBV,100.0,0.0,0.0,0.0,0.0
MRK,100.0,0.0,0.0,0.0,0.0
TMO,100.0,0.0,0.0,0.0,0.0
ABT,100.0,0.0,0.0,0.0,0.0
DHR,100.0,0.0,0.0,0.0,0.0
LLY,100.0,0.0,0.0,0.0,0.0
BMY,100.0,0.0,0.0,0.0,0.0
MDT,100.0,0.0,0.0,0.0,0.0
GILD,100.0,0.0,0.0,0.0,0.0
AMGN,100.0,0.0,0.0,0.0,0.0
VRTX,100.0,0.0,0.0,0.0,0.0
CVS,100.0,0.0,0.0,0.0,0.0
BIIB,100.0,0.0,0.0,0.0,0.0
REGN,100.0,0.0,0.0,0.0,0.0
ZTS,100.0,0.0,0.0,0.0,0.0
SYK,100.0,0.0,0.0,0.0,0.0
BSX,100.0,0.0,0.0,0.0,0.0
PG,100.0,0.0,0.0,0.0,0.0
KO,100.0,0.0,0.0,0.0,0.0
PEP,100.0,0.0,0.0,0.0,0.0
WMT,100.0,0.0,0.0,0.0,0.0
HD,100.0,0.0,0.0,0.0,0.0
NKE,100.0,0.0,0.0,0.0,0.0
COST,100.0,0.0,0.0,0.0,0.0
TJX,100.0,0.0,0.0,0.0,0.0
CAT,100.0,0.0,0.0,0.0,0.0
BA,100.0,0.0,0.0,0.0,0.0
GE,100.0,0.0,0.0,0.0,0.0
HON,100.0,0.0,0.0,0.0,0.0
UNP,100.0,0.0,0.0,0.0,0.0
UPS,100.0,0.0,0.0,0.0,0.0
RTX,100.0,0.0,0.0,0.0,0.0
LMT,100.0,0.0,0.0,0.0,0.0
MMM,100.0,0.0,0.0,0.0,0.0
DE,100.0,0.0,0.0,0.0,0.0
EMR,100.0,0.0,0.0,0.0,0.0
ETN,100.0,0.0,0.0,0.0,0.0
ITW,100.0,0.0,0.0,0.0,0.0
PH,100.0,0.0,0.0,0.0,0.0
CSX,100.0,0.0,0.0,0.0,0.0
NSC,100.0,0.0,0.0,0.0,0.0
FDX,100.0,0.0,0.0,0.0,0.0
NOC,100.0,0.0,0.0,0.0,0.0
GWW,100.0,0.0,0.0,0.0,0.0
ROK,100.0,0.0,0.0,0.0,0.0
XOM,100.0,0.0,0.0,0.0,0.0
CVX,100.0,0.0,0.0,0.0,0.0
COP,100.0,0.0,0.0,0.0,0.0
EOG,100.0,0.0,0.0,0.0,0.0
SLB,100.0,0.0,0.0,0.0,0.0
OXY,100.0,0.0,0.0,0.0,0.0
MPC,100.0,0.0,0.0,0.0,0.0
VLO,100.0,0.0,0.0,0.0,0.0
PSX,100.0,0.0,0.0,0.0,0.0
KMI,100.0,0.0,0.0,0.0,0.0
LIN,100.0,0.0,0.0,0.0,0.0
APD,100.0,0.0,0.0,0.0,0.0
ECL,100.0,0.0,0.0,0.0,0.0
FCX,100.0,0.0,0.0,0.0,0.0
NEM,100.0,0.0,0.0,0.0,0.0
DOW,100.0,0.0,0.0,0.0,0.0
DD,100.0,0.0,0.0,0.0,0.0
PPG,100.0,0.0,0.0,0.0,0.0
SHW,100.0,0.0,0.0,0.0,0.0
IFF,100.0,0.0,0.0,0.0,0.0
NEE,100.0,0.0,0.0,0.0,0.0
DUK,100.0,0.0,0.0,0.0,0.0
SO,100.0,0.0,0.0,0.0,0.0
D,100.0,0.0,0.0,0.0,0.0
EXC,100.0,0.0,0.0,0.0,0.0
AEP,100.0,0.0,0.0,0.0,0.0
XEL,100.0,0.0,0.0,0.0,0.0
SRE,100.0,0.0,0.0,0.0,0.0
PEG,100.0,0.0,0.0,0.0,0.0
ED,100.0,0.0,0.0,0.0,0.0
AMT,100.0,0.0,0.0,0.0,0.0
PLD,100.0,0.0,0.0,0.0,0.0
CCI,100.0,0.0,0.0,0.0,0.0
EQIX,100.0,0.0,0.0,0.0,0.0
PSA,100.0,0.0,0.0,0.0,0.0
EQR,100.0,0.0,0.0,0.0,0.0
WELL,100.0,0.0,0.0,0.0,0.0
DLR,100.0,0.0,0.0,0.0,0.0
BXP,100.0,0.0,0.0,0.0,0.0
VTR,100.0,0.0,0.0,0.0,0.0
SOUN,100.0,0.0,0.0,0.0,0.0
BWXT,100.0,0.0,0.0,0.0,0.0
INFY,100.0,0.0,0.0,0.0,0.0
NVO,100.0,0.0,0.0,0.0,0.0
IBN,100.0,0.0,0.0,0.0,0.0
BTDR,100.0,0.0,0.0,0.0,0.0
RKLB,100.0,0.0,0.0,0.0,0.0
APLD,100.0,0.0,0.0,0.0,0.0
MA,100.0,0.0,0.0,0.0,0.0
DECK,100.0,0.0,0.0,0.0,0.0
DEFT,100.0,0.0,0.0,0.0,0.0
OSCR,100.0,0.0,0.0,0.0,0.0
CNC,100.0,0.0,0.0,0.0,0.0
VST,100.0,0.0,0.0,0.0,0.0
WLGS,100.0,0.0,0.0,0.0,0.0
ABVE,100.0,0.0,0.0,0.0,0.0
AZI,100.0,0.0,0.0,0.0,0.0
MSTR,100.0,0.0,0.0,0.0,0.0
SGN,100.0,0.0,0.0,0.0,0.0
FTFT,100.0,0.0,0.0,0.0,0.0
