date,top_return,bottom_return,all_return,long_short,n_stocks,top_n,bottom_n,quantile
2020-11-30,0.030048649004042992,0.062185912275428405,0.047740357306033175,-0.03213726327138541,2097,30,30,
2020-12-14,0.10882241294846054,0.07358700167078987,0.021716049112530333,0.03523541127767067,2107,30,30,
2020-12-29,0.15656639013628773,0.1682431215429673,0.07282859208037025,-0.011676731406679575,2111,30,30,
2021-01-13,0.05539221431168676,0.18053302125592136,-0.004845604666398692,-0.1251408069442346,2112,30,30,
2021-01-28,0.1743932784184568,0.11412545766774358,0.08535453290234564,0.06026782075071323,2125,30,30,
2021-02-11,-0.028739787556742624,-0.06206644947627373,-0.017756362018846013,0.03332666191953111,2133,30,30,
2021-02-26,0.0580900842732763,0.04591050312091686,0.06303106666989544,0.01217958115235944,2134,30,30,
2021-03-12,1.1783037524981872,-0.1699770821897216,-0.015607853011688029,1.3482808346879087,2147,30,30,
2021-03-26,-0.0035699259857812785,-0.016237898108202805,0.013793421507256843,0.012667972122421527,2156,30,30,
2021-04-12,0.027341456936710813,0.05058242769741446,0.027278329671433746,-0.023240970760703646,2163,30,30,
2021-04-26,-0.043140670520132894,-0.16290249646661945,-0.012762957932417746,0.11976182594648654,2174,30,30,
2021-05-10,0.0237367772493099,0.07238835209561675,0.010004973953012931,-0.048651574846306854,2186,30,30,
2021-05-24,0.18814842475588678,0.21755390057180476,0.04317966604475142,-0.029405475815917986,2193,30,30,
2021-06-08,-0.012607845476051776,-0.04148341041899854,-0.01766508102770051,0.02887556494294677,2204,30,30,
2021-06-22,-0.023614987629977602,-0.03747918983605258,-0.008229253635062805,0.013864202206074976,2221,30,30,
2021-07-07,-0.03825255041136346,-0.05412872324162859,-0.008695425022615746,0.01587617283026513,2242,30,30,
2021-07-21,-0.04922596603525133,-0.12257169919857185,-0.00721963853988743,0.07334573316332052,2255,30,30,
2021-08-04,-0.04650999823500223,-0.031121904902171572,-0.011880137382550749,-0.015388093332830657,2276,30,30,
2021-08-18,0.1001963068890915,0.07020065681492522,0.055719940428007694,0.02999565007416627,2279,30,30,
2021-09-01,-0.009452695718710791,-0.046094188547579955,-0.01772189083467014,0.036641492828869165,2285,30,30,
2021-09-16,-0.034518896088293366,-0.040372314355961114,-0.01664725110588739,0.005853418267667748,2296,30,30,
2021-09-30,0.05852953678978794,-0.04183181593031819,0.03688046553915901,0.10036135272010613,2307,30,30,
2021-10-14,-0.01619923558201287,0.03031809493910734,0.012510126557120572,-0.04651733052112021,2319,30,30,
2021-10-28,0.09976267738364221,0.04423847276989176,0.037667099693097464,0.05552420461375045,2330,30,30,
2021-11-11,-0.10568716944056966,-0.07424443995201993,-0.058293490055372967,-0.03144272948854973,2344,30,30,
2021-11-26,-0.0657286032011804,-0.07670157755186358,-0.009267959700630076,0.010972974350683173,2347,30,30,
2021-12-10,0.0003135210047509977,-0.04401122628427092,0.017053156994888383,0.044324747289021915,2356,30,30,
2021-12-27,-0.08944990360155615,-0.16535967013269948,-0.029563449701998958,0.07590976653114333,2360,30,30,
2022-01-10,-0.0836206343094509,-0.14797112037797494,-0.07013418349507688,0.06435048606852405,2368,30,30,
2022-01-25,0.05584994481826769,0.02337032141981389,0.03794765651369556,0.0324796233984538,2371,30,30,
2022-02-08,-0.11524402401940405,-0.12962580179680153,-0.04985719780292013,0.014381777777397478,2373,30,30,
2022-02-23,0.04209905555432691,-0.008896299576023807,0.02810111889028153,0.050995355130350715,2378,30,30,
2022-03-09,0.10458434323173767,0.051181465819978296,0.02907106832748135,0.05340287741175937,2378,30,30,
2022-03-23,-0.003478553351626901,-0.04853465328596772,-0.012142220488072737,0.045056099934340815,2380,30,30,
2022-04-06,-0.02499252851182491,-0.187685999508562,-0.02036976500347767,0.1626934709967371,2388,30,30,
2022-04-21,-0.03291919694891414,-0.07388296352102437,-0.058226125420692866,0.04096376657211023,2388,30,30,
2022-05-05,-0.06565554725840092,-0.0950274093951987,-0.049060152215623105,0.02937186213679778,2387,30,30,
2022-05-19,0.07013417025171531,0.08727071387015299,0.05285180379329319,-0.01713654361843768,2393,30,30,
2022-06-03,-0.030080331468905857,-0.1529785632584103,-0.1098509769895483,0.12289823178950444,2395,30,30,
2022-06-17,0.12557402988252886,0.0335047679603234,0.039525948487850994,0.09206926192220546,2398,30,30,
2022-07-05,0.13651384158170649,0.03200802862659998,0.03591661596770653,0.1045058129551065,2404,30,30,
2022-07-19,0.5417308351423541,0.03252710556277301,0.046190829727570826,0.509203729579581,2405,30,30,
2022-08-02,0.24915369881823132,0.11842971920476267,0.07351540042443229,0.13072397961346865,2407,30,30,
2022-08-16,-0.108581666047224,-0.21873797761780892,-0.07966672145449054,0.11015631157058492,2409,30,30,
2022-08-30,-0.008350576041183977,0.012187544524038656,-0.004199756872198173,-0.020538120565222633,2412,30,30,
2022-09-14,-0.09023081442220798,-0.11038621422408552,-0.07666288485079203,0.02015539980187754,2415,30,30,
2022-09-28,-0.015484957425661146,-0.09624825382557241,-0.023338648771994788,0.08076329639991126,2418,30,30,
2022-10-12,0.10319051870297152,-0.024220829495174876,0.0657668636490402,0.1274113481981464,2424,30,30,
2022-10-26,-0.07386738000383018,-0.1311932864258504,-0.01793591540013742,0.05732590642202022,2426,30,30,
2022-11-09,0.11900722941249196,0.035945129171724675,0.07145820350111837,0.0830621002407673,2433,30,30,
2022-11-23,0.03534035829749403,-0.07086477633329039,-0.011573265324826606,0.10620513463078442,2441,30,30,
2022-12-08,-0.014438476829762991,-0.08783012781965054,-0.029212760795692516,0.07339165098988755,2438,30,30,
2022-12-22,1.3025991811377684,0.0666650036080197,0.05952515468318271,1.2359341775297488,2445,30,30,
2023-01-09,0.17983577618972985,0.09868939184264118,0.058087518544859267,0.08114638434708867,2446,30,30,
2023-01-24,0.15527232896655646,0.1677399592917654,0.046411790792008974,-0.01246763032520895,2450,30,30,
2023-02-07,-0.029404057774943718,-0.1434788777577093,-0.039553579069251145,0.11407481998276557,2451,30,30,
2023-02-22,-0.020298813331824546,-0.057933442008200574,-0.00788170306736017,0.03763462867637603,2457,30,30,
2023-03-08,-0.08942862993553742,-0.11709039593869795,-0.07114064295181378,0.02766176600316053,2459,30,30,
2023-03-22,0.031032735118151626,-0.016886239965121556,0.0261465391117588,0.04791897508327318,2458,30,30,
2023-04-05,0.04217749996174835,0.14649731408344568,0.020194286985503667,-0.10431981412169733,2459,30,30,
2023-04-20,-0.019315210742792195,-0.04729232934224482,-0.037806020709162634,0.02797711859945262,2458,30,30,
2023-05-04,0.056247508489686175,0.37441721906091574,0.047709937794189465,-0.31816971057122956,2465,30,30,
2023-05-18,0.12559178177796296,1.7332806425275642,0.04241990622354999,-1.6076888607496012,2465,30,30,
2023-06-02,0.0744566799415297,0.08349197412948482,0.03640409512522873,-0.009035294187955123,2468,30,30,
2023-06-16,0.007366521228724839,0.00248606586050741,0.010186855478382027,0.004880455368217429,2470,30,30,
2023-07-03,0.1102158240769892,0.058830015686062005,0.039061756807474125,0.05138580839092719,2477,30,30,
2023-07-18,0.042735943367263156,0.017779383639054902,0.011504703593838799,0.024956559728208254,2483,30,30,
2023-08-01,-0.07948399919614915,-0.12775799465606025,-0.0436704118832776,0.048273995459911095,2486,30,30,
2023-08-15,-0.003847443776952834,-0.04151461060908194,0.0030679934208013224,0.037667166832129104,2489,30,30,
2023-08-29,0.01945937634666756,-0.08081315458441259,-0.02767652769244792,0.10027253093108014,2491,30,30,
2023-09-13,-0.08867990902271176,-0.10713124729465139,-0.03531387525974663,0.01845133827193962,2490,30,30,
2023-09-27,-0.018167580025944614,-0.06688879355120875,-0.002167408819963137,0.04872121352526414,2500,30,30,
2023-10-11,-0.12441974946092221,-0.08034122797355331,-0.06406473369188752,-0.044078521487368905,2501,30,30,
2023-10-25,0.05028674568103184,0.11555482997653387,0.047455035587227044,-0.06526808429550202,2507,30,30,
2023-11-08,0.07469696879746669,0.07483158605237342,0.04740221297534522,-0.00013461725490672427,2508,30,30,
2023-11-22,0.27731675980940346,0.1273130285414716,0.041686297383082264,0.15000373126793184,2508,30,30,
2023-12-07,0.1126422775691443,0.08803336395208869,0.07016406633730998,0.02460891361705561,2513,30,30,
2023-12-21,0.06207395742448458,0.044300185632770696,-0.002032144827290317,0.017773771791713883,2509,30,30,
2024-01-08,-0.055650367278069844,0.05166442211487002,-0.006884299932443316,-0.10731478939293987,2511,30,30,
2024-01-23,-0.004125003849254831,0.07210743683942988,-0.0003574882089825509,-0.07623244068868472,2514,30,30,
2024-02-06,0.07518735942241958,0.09663198991762686,0.022608062615314003,-0.021444630495207284,2521,30,30,
2024-02-21,0.023265376197616493,0.06343082698898785,0.03542674363931442,-0.04016545079137135,2526,30,30,
2024-03-06,0.007246035201009415,-0.02062299508788101,0.014937639020253824,0.027869030288890425,2528,30,30,
2024-03-20,0.02680765374864813,0.03332757228930093,-0.003906250701929126,-0.0065199185406528,2531,30,30,
2024-04-04,-0.05921868136570599,-0.11252677657984873,-0.05191779106215814,0.053308095214142745,2536,30,30,
2024-04-18,0.1314841028278008,0.05676028513312597,0.038430984415977885,0.07472381769467482,2543,30,30,
2024-05-02,0.07903890260076298,0.050659008807457453,0.04461002102025337,0.028379893793305522,2544,30,30,
2024-05-16,0.01239649407129914,-0.029669604482818242,-0.011917351359333373,0.04206609855411738,2551,30,30,
2024-05-31,0.034371119896485045,-0.04684471424254866,-0.029505497879147042,0.0812158341390337,2556,30,30,
2024-06-14,0.06692989056602197,0.002225691948073183,0.004216912150497393,0.0647041986179488,2561,30,30,
2024-07-01,0.1851488295492773,0.16775467822485077,0.09576084336404399,0.017394151324426538,2566,30,30,
2024-07-16,-0.06040482377115263,-0.09401016349277422,-0.011434848173253947,0.03360533972162159,2569,30,30,
2024-07-30,-0.018415877999648986,-0.14363725978345193,-0.0433051350565124,0.12522138178380293,2573,30,30,
2024-08-13,0.17980266256000918,0.05432142861724461,0.053729411459810444,0.12548123394276456,2576,30,30,
2024-08-27,-0.035590970273427475,-0.08785181623132637,-0.0357925928159169,0.0522608459578989,2579,30,30,
2024-09-11,0.051837786110418546,0.011762144247460327,0.04268079572638888,0.04007564186295822,2581,30,30,
2024-09-25,0.04329665915765127,0.024538273110234786,0.009316339833945086,0.018758386047416482,2581,30,30,
2024-10-09,0.09928780239996028,0.06127256067247653,0.011348782842320179,0.03801524172748375,2588,30,30,
2024-10-23,0.17200669424316892,0.044581561006611856,0.05478769869773762,0.12742513323655708,2594,30,30,
2024-11-06,-0.08951231659802,0.0619306153447652,-0.010196125831214127,-0.15144293194278519,2600,30,30,
2024-11-20,0.11317463688074805,0.17520059261778845,0.04341286069616311,-0.062025955737040395,2601,30,30,
2024-12-05,-0.012523119064302405,-0.026746991850158327,-0.05535474028178648,0.014223872785855922,2603,30,30,
2024-12-19,0.10501125468652447,0.28182352547489276,0.03702527053795723,-0.17681227078836828,2608,30,30,
2025-01-06,-0.0074826139737615505,-0.007415751003721294,0.017648944018623075,-6.686297004025645e-05,2612,30,30,
2025-01-22,0.07593696808960426,0.010917735454119693,0.009784931248257755,0.06501923263548456,2617,30,30,
2025-02-05,-0.042968781938391785,-0.015010065916851644,-0.008240307423853711,-0.02795871602154014,2621,30,30,
2025-02-20,-0.12129132740074454,-0.1711299441771389,-0.07329684860143301,0.049838616776394354,2629,30,30,
2025-03-06,0.07167362819692068,-0.04519472279555613,0.008603571700181953,0.1168683509924768,2631,30,30,
2025-03-20,-0.06760243138243496,-0.13567685118927092,-0.07396082372022457,0.06807441980683596,2634,30,30,
2025-04-03,0.06722500788537109,0.011348334092923799,-0.013101159778457884,0.05587667379244729,2639,30,30,
2025-04-17,0.1336815086012139,0.18331164356258695,0.08516969142891162,-0.04963013496137306,2641,30,30,
2025-05-02,0.09638124258657527,2.3292523363439264,0.08437383554771595,-2.232871093757351,2643,30,30,
2025-05-16,0.06237222285620218,-0.00394683741571269,-0.0040063026421501965,0.06631906027191486,2649,30,30,
2025-06-02,0.11796019269409246,0.1936915129457555,0.03566244212724717,-0.07573132025166306,2652,30,30,
2025-06-16,0.0946786640227913,0.2001215305649637,0.035816774520489855,-0.1054428665421724,2661,30,30,
2025-07-01,0.12509833552130536,0.278527236046148,0.02215155600921352,-0.15342890052484262,2666,30,30,
2025-07-16,-0.005189420820766925,0.3859101546585187,0.011226835932648936,-0.3910995754792856,2673,30,30,
2025-07-30,0.1376365201173617,0.03240328633497443,0.04057820023406033,0.10523323378238726,2672,30,30,
2025-08-13,0.017459399043249245,-0.018115320220669102,0.015786402925154645,0.03557471926391835,2668,30,30,
2025-08-27,-0.03020287413052892,0.012602012196297552,0.017399843093481564,-0.04280488632682647,2664,30,30,
2025-09-11,0.01986533518221821,0.037301112361157726,-0.0057671655074182,-0.017435777178939516,2658,30,30,
2025-09-25,0.1418057657169299,0.1419314764180184,0.01933234617539784,-0.00012571070108849391,2654,30,30,
2025-10-09,-0.013142274121244812,-0.07450067583782302,0.005328784923460484,0.061358401716578206,2644,30,30,
2025-10-23,-0.04691955890503988,-0.14381985896612975,-0.0338269760623792,0.09690030006108988,2636,30,30,
2025-11-06,-0.07297975633980543,-0.15413539786669084,-0.03563740606596597,0.08115564152688541,2626,30,30,
