date,ticker,action,weight
2024-01-08,AVXL,BUY,0.1
2024-01-08,COGT,BUY,0.1
2024-01-08,LFMD,BUY,0.1
2024-01-08,MBLY,BUY,0.1
2024-01-08,PCT,BUY,0.1
2024-01-08,POET,BUY,0.1
2024-01-08,REPL,BUY,0.1
2024-01-08,SMR,BUY,0.1
2024-01-08,TSHA,BUY,0.1
2024-01-08,TSSI,BUY,0.1
2024-01-23,ABAT,BUY,0.1
2024-01-23,ADM,BUY,0.1
2024-01-23,LNTH,BUY,0.1
2024-01-23,NUTX,BUY,0.1
2024-01-23,PHAT,BUY,0.1
2024-01-23,PSIX,BUY,0.1
2024-01-23,TGEN,BUY,0.1
2024-01-23,VNET,BUY,0.1
2024-01-23,XPEV,BUY,0.1
2024-01-23,POET,HOLD,0.1
2024-01-23,AVXL,SELL,0.0
2024-01-23,COGT,SELL,0.0
2024-01-23,LFMD,SELL,0.0
2024-01-23,MBLY,SELL,0.0
2024-01-23,PCT,SELL,0.0
2024-01-23,REPL,SELL,0.0
2024-01-23,SMR,SELL,0.0
2024-01-23,TSHA,SELL,0.0
2024-01-23,TSSI,SELL,0.0
2024-02-06,CHTR,BUY,0.1
2024-02-06,CORZ,BUY,0.1
2024-02-06,CVAC,BUY,0.1
2024-02-06,GDS,BUY,0.1
2024-02-06,HSAI,BUY,0.1
2024-02-06,IHS,BUY,0.1
2024-02-06,SGML,BUY,0.1
2024-02-06,SYM,BUY,0.1
2024-02-06,THR,BUY,0.1
2024-02-06,VNET,HOLD,0.1
2024-02-06,ABAT,SELL,0.0
2024-02-06,ADM,SELL,0.0
2024-02-06,LNTH,SELL,0.0
2024-02-06,NUTX,SELL,0.0
2024-02-06,PHAT,SELL,0.0
2024-02-06,POET,SELL,0.0
2024-02-06,PSIX,SELL,0.0
2024-02-06,TGEN,SELL,0.0
2024-02-06,XPEV,SELL,0.0
2024-02-21,AUPH,BUY,0.1
2024-02-21,CAR,BUY,0.1
2024-02-21,FSLY,BUY,0.1
2024-02-21,HLF,BUY,0.1
2024-02-21,QDEL,BUY,0.1
2024-02-21,SSRM,BUY,0.1
2024-02-21,TRUP,BUY,0.1
2024-02-21,WW,BUY,0.1
2024-02-21,CORZ,HOLD,0.1
2024-02-21,HSAI,HOLD,0.1
2024-02-21,CHTR,SELL,0.0
2024-02-21,CVAC,SELL,0.0
2024-02-21,GDS,SELL,0.0
2024-02-21,IHS,SELL,0.0
2024-02-21,SGML,SELL,0.0
2024-02-21,SYM,SELL,0.0
2024-02-21,THR,SELL,0.0
2024-02-21,VNET,SELL,0.0
2024-03-06,COMM,BUY,0.1
2024-03-06,DAVA,BUY,0.1
2024-03-06,FL,BUY,0.1
2024-03-06,GRFS,BUY,0.1
2024-03-06,IAS,BUY,0.1
2024-03-06,UPXI,BUY,0.1
2024-03-06,XMTR,BUY,0.1
2024-03-06,HLF,HOLD,0.1
2024-03-06,HSAI,HOLD,0.1
2024-03-06,SSRM,HOLD,0.1
2024-03-06,AUPH,SELL,0.0
2024-03-06,CAR,SELL,0.0
2024-03-06,CORZ,SELL,0.0
2024-03-06,FSLY,SELL,0.0
2024-03-06,QDEL,SELL,0.0
2024-03-06,TRUP,SELL,0.0
2024-03-06,WW,SELL,0.0
2024-03-20,AMLX,BUY,0.1
2024-03-20,BLDE,BUY,0.1
2024-03-20,BNED,BUY,0.1
2024-03-20,JKS,BUY,0.1
2024-03-20,MVST,BUY,0.1
2024-03-20,PGY,BUY,0.1
2024-03-20,UPST,BUY,0.1
2024-03-20,WW,BUY,0.1
2024-03-20,COMM,HOLD,0.1
2024-03-20,DAVA,HOLD,0.1
2024-03-20,FL,SELL,0.0
2024-03-20,GRFS,SELL,0.0
2024-03-20,HLF,SELL,0.0
2024-03-20,HSAI,SELL,0.0
2024-03-20,IAS,SELL,0.0
2024-03-20,SSRM,SELL,0.0
2024-03-20,UPXI,SELL,0.0
2024-03-20,XMTR,SELL,0.0
2024-04-04,HLF,BUY,0.1
2024-04-04,INOD,BUY,0.1
2024-04-04,IRON,BUY,0.1
2024-04-04,SSRM,BUY,0.1
2024-04-04,TNXP,BUY,0.1
2024-04-04,XMTR,BUY,0.1
2024-04-04,AMLX,HOLD,0.1
2024-04-04,BNED,HOLD,0.1
2024-04-04,MVST,HOLD,0.1
2024-04-04,PGY,HOLD,0.1
2024-04-04,BLDE,SELL,0.0
2024-04-04,COMM,SELL,0.0
2024-04-04,DAVA,SELL,0.0
2024-04-04,JKS,SELL,0.0
2024-04-04,UPST,SELL,0.0
2024-04-04,WW,SELL,0.0
2024-04-18,COMM,BUY,0.1
2024-04-18,ENVX,BUY,0.1
2024-04-18,EYPT,BUY,0.1
2024-04-18,GL,BUY,0.1
2024-04-18,PERI,BUY,0.1
2024-04-18,UPXI,BUY,0.1
2024-04-18,AMLX,HOLD,0.1
2024-04-18,BNED,HOLD,0.1
2024-04-18,IRON,HOLD,0.1
2024-04-18,MVST,HOLD,0.1
2024-04-18,HLF,SELL,0.0
2024-04-18,INOD,SELL,0.0
2024-04-18,PGY,SELL,0.0
2024-04-18,SSRM,SELL,0.0
2024-04-18,TNXP,SELL,0.0
2024-04-18,XMTR,SELL,0.0
2024-05-02,CVS,BUY,0.1
2024-05-02,FRSH,BUY,0.1
2024-05-02,FSLY,BUY,0.1
2024-05-02,LEG,BUY,0.1
2024-05-02,XPEL,BUY,0.1
2024-05-02,COMM,HOLD,0.1
2024-05-02,EYPT,HOLD,0.1
2024-05-02,GL,HOLD,0.1
2024-05-02,MVST,HOLD,0.1
2024-05-02,UPXI,HOLD,0.1
2024-05-02,AMLX,SELL,0.0
2024-05-02,BNED,SELL,0.0
2024-05-02,ENVX,SELL,0.0
2024-05-02,IRON,SELL,0.0
2024-05-02,PERI,SELL,0.0
2024-05-16,ATNF,BUY,0.1
2024-05-16,BNED,BUY,0.1
2024-05-16,CRNC,BUY,0.1
2024-05-16,DLO,BUY,0.1
2024-05-16,DV,BUY,0.1
2024-05-16,EVLV,BUY,0.1
2024-05-16,FWRD,BUY,0.1
2024-05-16,GRRR,BUY,0.1
2024-05-16,SPT,BUY,0.1
2024-05-16,EYPT,HOLD,0.1
2024-05-16,COMM,SELL,0.0
2024-05-16,CVS,SELL,0.0
2024-05-16,FRSH,SELL,0.0
2024-05-16,FSLY,SELL,0.0
2024-05-16,GL,SELL,0.0
2024-05-16,LEG,SELL,0.0
2024-05-16,MVST,SELL,0.0
2024-05-16,UPXI,SELL,0.0
2024-05-16,XPEL,SELL,0.0
2024-05-31,GL,BUY,0.1
2024-05-31,LEG,BUY,0.1
2024-05-31,LZ,BUY,0.1
2024-05-31,MDB,BUY,0.1
2024-05-31,OCUL,BUY,0.1
2024-05-31,PATH,BUY,0.1
2024-05-31,UNIT,BUY,0.1
2024-05-31,CRNC,HOLD,0.1
2024-05-31,EYPT,HOLD,0.1
2024-05-31,SPT,HOLD,0.1
2024-05-31,ATNF,SELL,0.0
2024-05-31,BNED,SELL,0.0
2024-05-31,DLO,SELL,0.0
2024-05-31,DV,SELL,0.0
2024-05-31,EVLV,SELL,0.0
2024-05-31,FWRD,SELL,0.0
2024-05-31,GRRR,SELL,0.0
2024-06-14,AMPX,BUY,0.1
2024-06-14,BNED,BUY,0.1
2024-06-14,DNA,BUY,0.1
2024-06-14,GRRR,BUY,0.1
2024-06-14,LU,BUY,0.1
2024-06-14,NUTX,BUY,0.1
2024-06-14,PERI,BUY,0.1
2024-06-14,TNXP,BUY,0.1
2024-06-14,OCUL,HOLD,0.1
2024-06-14,UNIT,HOLD,0.1
2024-06-14,CRNC,SELL,0.0
2024-06-14,EYPT,SELL,0.0
2024-06-14,GL,SELL,0.0
2024-06-14,LEG,SELL,0.0
2024-06-14,LZ,SELL,0.0
2024-06-14,MDB,SELL,0.0
2024-06-14,PATH,SELL,0.0
2024-06-14,SPT,SELL,0.0
2024-07-01,CYRX,BUY,0.1
2024-07-01,DXYZ,BUY,0.1
2024-07-01,EVEX,BUY,0.1
2024-07-01,KRUS,BUY,0.1
2024-07-01,LB,BUY,0.1
2024-07-01,QUBT,BUY,0.1
2024-07-01,SBET,BUY,0.1
2024-07-01,BNED,HOLD,0.1
2024-07-01,DNA,HOLD,0.1
2024-07-01,TNXP,HOLD,0.1
2024-07-01,AMPX,SELL,0.0
2024-07-01,GRRR,SELL,0.0
2024-07-01,LU,SELL,0.0
2024-07-01,NUTX,SELL,0.0
2024-07-01,OCUL,SELL,0.0
2024-07-01,PERI,SELL,0.0
2024-07-01,UNIT,SELL,0.0
2024-07-16,ALTS,BUY,0.1
2024-07-16,BMNR,BUY,0.1
2024-07-16,HELE,BUY,0.1
2024-07-16,INDV,BUY,0.1
2024-07-16,SEDG,BUY,0.1
2024-07-16,CYRX,HOLD,0.1
2024-07-16,DNA,HOLD,0.1
2024-07-16,EVEX,HOLD,0.1
2024-07-16,LB,HOLD,0.1
2024-07-16,TNXP,HOLD,0.1
2024-07-16,BNED,SELL,0.0
2024-07-16,DXYZ,SELL,0.0
2024-07-16,KRUS,SELL,0.0
2024-07-16,QUBT,SELL,0.0
2024-07-16,SBET,SELL,0.0
2024-07-30,ALAB,BUY,0.1
2024-07-30,CTRI,BUY,0.1
2024-07-30,DXCM,BUY,0.1
2024-07-30,FIVE,BUY,0.1
2024-07-30,MXL,BUY,0.1
2024-07-30,QXO,BUY,0.1
2024-07-30,SYM,BUY,0.1
2024-07-30,ULCC,BUY,0.1
2024-07-30,ALTS,HOLD,0.1
2024-07-30,INDV,HOLD,0.1
2024-07-30,BMNR,SELL,0.0
2024-07-30,CYRX,SELL,0.0
2024-07-30,DNA,SELL,0.0
2024-07-30,EVEX,SELL,0.0
2024-07-30,HELE,SELL,0.0
2024-07-30,LB,SELL,0.0
2024-07-30,SEDG,SELL,0.0
2024-07-30,TNXP,SELL,0.0
2024-08-13,BMBL,BUY,0.1
2024-08-13,FIVN,BUY,0.1
2024-08-13,HELE,BUY,0.1
2024-08-13,LAES,BUY,0.1
2024-08-13,NFE,BUY,0.1
2024-08-13,ODP,BUY,0.1
2024-08-13,PCRX,BUY,0.1
2024-08-13,TDUP,BUY,0.1
2024-08-13,TLS,BUY,0.1
2024-08-13,ALTS,HOLD,0.1
2024-08-13,ALAB,SELL,0.0
2024-08-13,CTRI,SELL,0.0
2024-08-13,DXCM,SELL,0.0
2024-08-13,FIVE,SELL,0.0
2024-08-13,INDV,SELL,0.0
2024-08-13,MXL,SELL,0.0
2024-08-13,QXO,SELL,0.0
2024-08-13,SYM,SELL,0.0
2024-08-13,ULCC,SELL,0.0
2024-08-27,ATEC,BUY,0.1
2024-08-27,DNA,BUY,0.1
2024-08-27,FDMT,BUY,0.1
2024-08-27,JMIA,BUY,0.1
2024-08-27,PDD,BUY,0.1
2024-08-27,TNXP,BUY,0.1
2024-08-27,ALTS,HOLD,0.1
2024-08-27,BMBL,HOLD,0.1
2024-08-27,ODP,HOLD,0.1
2024-08-27,PCRX,HOLD,0.1
2024-08-27,FIVN,SELL,0.0
2024-08-27,HELE,SELL,0.0
2024-08-27,LAES,SELL,0.0
2024-08-27,NFE,SELL,0.0
2024-08-27,TDUP,SELL,0.0
2024-08-27,TLS,SELL,0.0
2024-09-11,DG,BUY,0.1
2024-09-11,DJT,BUY,0.1
2024-09-11,LQDA,BUY,0.1
2024-09-11,MBLY,BUY,0.1
2024-09-11,MVST,BUY,0.1
2024-09-11,RZLV,BUY,0.1
2024-09-11,ALTS,HOLD,0.1
2024-09-11,DNA,HOLD,0.1
2024-09-11,JMIA,HOLD,0.1
2024-09-11,TNXP,HOLD,0.1
2024-09-11,ATEC,SELL,0.0
2024-09-11,BMBL,SELL,0.0
2024-09-11,FDMT,SELL,0.0
2024-09-11,ODP,SELL,0.0
2024-09-11,PCRX,SELL,0.0
2024-09-11,PDD,SELL,0.0
2024-09-25,ARQQ,BUY,0.1
2024-09-25,BKSY,BUY,0.1
2024-09-25,FDMT,BUY,0.1
2024-09-25,FIVN,BUY,0.1
2024-09-25,FULC,BUY,0.1
2024-09-25,LAES,BUY,0.1
2024-09-25,MFH,BUY,0.1
2024-09-25,SFIX,BUY,0.1
2024-09-25,DG,HOLD,0.1
2024-09-25,DJT,HOLD,0.1
2024-09-25,ALTS,SELL,0.0
2024-09-25,DNA,SELL,0.0
2024-09-25,JMIA,SELL,0.0
2024-09-25,LQDA,SELL,0.0
2024-09-25,MBLY,SELL,0.0
2024-09-25,MVST,SELL,0.0
2024-09-25,RZLV,SELL,0.0
2024-09-25,TNXP,SELL,0.0
2024-10-09,BMNR,BUY,0.1
2024-10-09,ITOS,BUY,0.1
2024-10-09,PGNY,BUY,0.1
2024-10-09,SITC,BUY,0.1
2024-10-09,TNXP,BUY,0.1
2024-10-09,UPXI,BUY,0.1
2024-10-09,BKSY,HOLD,0.1
2024-10-09,DG,HOLD,0.1
2024-10-09,FDMT,HOLD,0.1
2024-10-09,FULC,HOLD,0.1
2024-10-09,ARQQ,SELL,0.0
2024-10-09,DJT,SELL,0.0
2024-10-09,FIVN,SELL,0.0
2024-10-09,LAES,SELL,0.0
2024-10-09,MFH,SELL,0.0
2024-10-09,SFIX,SELL,0.0
2024-10-23,CSTM,BUY,0.1
2024-10-23,ENPH,BUY,0.1
2024-10-23,EVTL,BUY,0.1
2024-10-23,GHRS,BUY,0.1
2024-10-23,MFH,BUY,0.1
2024-10-23,MGPI,BUY,0.1
2024-10-23,SEDG,BUY,0.1
2024-10-23,DG,HOLD,0.1
2024-10-23,FDMT,HOLD,0.1
2024-10-23,SITC,HOLD,0.1
2024-10-23,BKSY,SELL,0.0
2024-10-23,BMNR,SELL,0.0
2024-10-23,FULC,SELL,0.0
2024-10-23,ITOS,SELL,0.0
2024-10-23,PGNY,SELL,0.0
2024-10-23,TNXP,SELL,0.0
2024-10-23,UPXI,SELL,0.0
2024-11-06,CE,BUY,0.1
2024-11-06,CLVT,BUY,0.1
2024-11-06,FULC,BUY,0.1
2024-11-06,JELD,BUY,0.1
2024-11-06,MQ,BUY,0.1
2024-11-06,PACS,BUY,0.1
2024-11-06,RUN,BUY,0.1
2024-11-06,TNGX,BUY,0.1
2024-11-06,EVTL,HOLD,0.1
2024-11-06,SEDG,HOLD,0.1
2024-11-06,CSTM,SELL,0.0
2024-11-06,DG,SELL,0.0
2024-11-06,ENPH,SELL,0.0
2024-11-06,FDMT,SELL,0.0
2024-11-06,GHRS,SELL,0.0
2024-11-06,MFH,SELL,0.0
2024-11-06,MGPI,SELL,0.0
2024-11-06,SITC,SELL,0.0
2024-11-20,ACHC,BUY,0.1
2024-11-20,APPS,BUY,0.1
2024-11-20,FIGS,BUY,0.1
2024-11-20,LBTYA,BUY,0.1
2024-11-20,MEG,BUY,0.1
2024-11-20,OPRX,BUY,0.1
2024-11-20,RZLV,BUY,0.1
2024-11-20,TOI,BUY,0.1
2024-11-20,RUN,HOLD,0.1
2024-11-20,TNGX,HOLD,0.1
2024-11-20,CE,SELL,0.0
2024-11-20,CLVT,SELL,0.0
2024-11-20,EVTL,SELL,0.0
2024-11-20,FULC,SELL,0.0
2024-11-20,JELD,SELL,0.0
